0.000	0.000	50.000	50.000	70.120	70.147	0.000
1.000	0.000	50.000	50.000	70.240	70.162	0.000
2.000	0.000	50.000	50.000	70.350	70.199	0.000
3.000	0.000	50.000	50.000	70.260	70.229	0.000
4.000	0.000	50.000	50.000	70.330	70.251	0.000
5.000	0.000	50.000	50.000	70.190	70.260	0.000
6.000	0.000	50.000	50.000	70.100	70.241	0.000
7.000	0.000	50.000	50.000	69.790	70.182	0.000
8.000	0.000	50.000	50.000	69.870	70.110	0.000
9.000	0.000	50.000	50.000	70.080	70.087	0.000
10.000	0.000	50.000	50.000	69.880	70.070	0.000
11.000	0.000	50.000	50.000	70.020	70.050	0.000
12.000	0.000	50.000	50.000	69.830	70.029	0.000
13.000	0.000	50.000	50.000	70.000	70.010	0.000
14.000	0.000	50.000	50.000	70.210	70.039	0.000
15.000	0.000	50.000	50.000	70.230	70.086	0.000
16.000	0.000	50.000	50.000	69.960	70.095	0.000
17.000	0.000	50.000	50.000	70.060	70.083	0.000
18.000	0.000	50.000	50.000	70.070	70.086	0.000
19.000	0.000	50.000	50.000	70.060	70.088	0.000
20.000	0.000	50.000	50.000	69.860	70.067	0.000
21.000	0.000	50.000	50.000	69.640	70.003	0.000
22.000	0.000	50.000	50.000	69.530	69.916	0.000
23.000	0.000	50.000	50.000	69.620	69.846	0.000
24.000	0.000	50.000	50.000	69.260	69.762	0.000
25.000	0.000	50.000	50.000	69.220	69.652	0.000
26.000	0.000	50.000	50.000	69.270	69.568	0.000
27.000	0.000	50.000	50.000	69.250	69.506	0.000
28.000	0.000	50.000	50.000	69.500	69.483	0.000
29.000	0.000	50.000	50.000	69.460	69.489	0.000
30.000	0.000	50.000	50.000	69.490	69.493	0.000
31.000	0.000	50.000	50.000	69.390	69.488	0.000
32.000	0.000	50.000	50.000	69.280	69.461	0.000
33.000	0.000	50.000	50.000	69.250	69.424	0.000
34.000	0.000	50.000	50.000	69.050	69.369	0.000
35.000	0.000	50.000	50.000	69.560	69.362	0.000
36.000	0.000	50.000	50.000	69.800	69.440	0.000
37.000	0.000	50.000	50.000	69.940	69.544	0.000
38.000	0.000	50.000	50.000	70.130	69.661	0.000
39.000	0.000	50.000	50.000	70.420	69.806	0.000
40.000	0.000	50.000	50.000	70.500	69.959	0.000
41.000	0.000	50.000	50.000	70.560	70.094	0.000
42.000	0.000	50.000	50.000	70.590	70.209	0.000
43.000	0.000	50.000	50.000	70.660	70.310	0.000
44.000	0.000	50.000	50.000	70.480	70.375	0.000
45.000	0.000	50.000	50.000	70.610	70.420	0.000
46.000	0.000	50.000	50.000	70.660	70.475	0.000
47.000	0.000	50.000	50.000	70.940	70.555	0.000
48.000	0.000	50.000	50.000	71.020	70.658	0.000
49.000	0.000	50.000	50.000	70.950	70.738	0.000
50.000	0.000	50.000	50.000	70.860	70.783	0.000
51.000	0.000	50.000	50.000	70.460	70.762	0.000
52.000	0.000	50.000	50.000	70.350	70.689	0.000
53.000	0.000	50.000	50.000	70.400	70.626	0.000
54.000	0.000	50.000	50.000	70.500	70.593	0.000
55.000	0.000	50.000	50.000	70.440	70.573	0.000
56.000	0.000	50.000	50.000	70.510	70.558	0.000
57.000	0.000	50.000	50.000	70.610	70.565	0.000
58.000	0.000	50.000	50.000	70.630	70.585	0.000
59.000	0.000	50.000	50.000	70.610	70.600	0.000
60.000	0.000	50.000	50.000	70.390	70.584	0.000
61.000	0.000	50.000	50.000	70.350	70.543	0.000
62.000	0.000	50.000	50.000	70.210	70.491	0.000
63.000	0.000	50.000	50.000	70.000	70.412	0.000
64.000	0.000	50.000	50.000	70.110	70.339	0.000
65.000	0.000	50.000	50.000	70.060	70.289	0.000
66.000	0.000	50.000	50.000	70.020	70.240	0.000
67.000	0.000	50.000	50.000	70.040	70.200	0.000
68.000	0.000	50.000	50.000	70.080	70.176	0.000
69.000	0.000	50.000	50.000	70.120	70.166	0.000
70.000	0.000	50.000	50.000	70.000	70.149	0.000
71.000	0.000	50.000	50.000	69.950	70.117	0.000
72.000	0.000	50.000	50.000	70.060	70.099	0.000
73.000	0.000	50.000	50.000	70.170	70.109	0.000
74.000	0.000	50.000	50.000	70.150	70.128	0.000
75.000	0.000	50.000	50.000	70.220	70.148	0.000
76.000	0.000	50.000	50.000	70.550	70.208	0.000
77.000	0.000	50.000	50.000	70.470	70.283	0.000
78.000	0.000	50.000	50.000	70.660	70.353	0.000
79.000	0.000	50.000	50.000	70.650	70.428	0.000
80.000	0.000	50.000	50.000	70.340	70.450	0.000
81.000	0.000	50.000	50.000	70.280	70.426	0.000
82.000	0.000	50.000	50.000	70.140	70.384	0.000
83.000	0.000	50.000	50.000	69.950	70.315	0.000
84.000	0.000	50.000	50.000	70.060	70.253	0.000
85.000	0.000	50.000	50.000	69.840	70.192	0.000
86.000	0.000	50.000	50.000	70.120	70.151	0.000
87.000	0.000	50.000	50.000	70.060	70.145	0.000
88.000	0.000	50.000	50.000	70.330	70.163	0.000
89.000	0.000	50.000	50.000	70.250	70.198	0.000
90.000	0.000	50.000	50.000	70.020	70.191	0.000
91.000	0.000	50.000	50.000	70.190	70.179	0.000
92.000	0.000	50.000	50.000	70.040	70.172	0.000
93.000	0.000	50.000	50.000	69.840	70.127	0.000
94.000	0.000	50.000	50.000	69.900	70.076	0.000
95.000	0.000	50.000	50.000	70.010	70.056	0.000
96.000	0.000	50.000	50.000	69.930	70.044	0.000
97.000	0.000	50.000	50.000	69.950	70.027	0.000
98.000	0.000	50.000	50.000	69.990	70.022	0.000
99.000	0.000	50.000	50.000	69.910	70.012	0.000
100.000	0.000	50.000	50.000	69.770	69.981	0.000
101.000	0.000	50.000	50.000	69.900	69.955	0.000
102.000	0.000	50.000	50.000	70.220	69.986	0.000
103.000	0.000	50.000	50.000	70.110	70.033	0.000
104.000	0.000	50.000	50.000	69.920	70.036	0.000
105.000	0.000	50.000	50.000	69.930	70.018	0.000
106.000	0.000	50.000	50.000	69.890	70.001	0.000
107.000	0.000	50.000	50.000	69.990	69.994	0.000
108.000	0.000	50.000	50.000	70.140	70.017	0.000
109.000	0.000	50.000	50.000	70.020	70.038	0.000
110.000	0.000	50.000	50.000	70.230	70.065	0.000
111.000	0.000	50.000	50.000	70.320	70.119	0.000
112.000	0.000	50.000	50.000	70.280	70.167	0.000
113.000	0.000	50.000	50.000	70.100	70.179	0.000
114.000	0.000	50.000	50.000	69.900	70.146	0.000
115.000	0.000	50.000	50.000	70.160	70.127	0.000
116.000	0.000	50.000	50.000	70.240	70.150	0.000
117.000	0.000	50.000	50.000	70.420	70.198	0.000
118.000	0.000	50.000	50.000	70.500	70.263	0.000
119.000	0.000	50.000	50.000	70.350	70.307	0.000
120.000	0.000	50.000	50.000	70.080	70.293	0.000
121.130	0.000	50.000	50.000	70.080	70.252	0.000
122.000	0.000	50.000	50.000	69.830	70.193	0.000
123.000	0.000	50.000	50.000	70.160	70.155	0.000
124.000	0.000	50.000	50.000	70.130	70.160	0.000
125.000	0.000	50.000	50.000	69.990	70.145	0.000
126.000	0.000	50.000	50.000	70.020	70.120	0.000
127.000	0.000	50.000	50.000	70.070	70.110	0.000
128.000	0.000	50.000	50.000	70.150	70.117	0.000
129.000	0.000	50.000	50.000	70.250	70.143	0.000
130.000	0.000	50.000	50.000	70.210	70.169	0.000
131.000	0.000	50.000	50.000	70.370	70.204	0.000
132.000	0.000	50.000	50.000	70.600	70.274	0.000
133.000	0.000	50.000	50.000	70.640	70.358	0.000
134.000	0.000	50.000	50.000	70.290	70.389	0.000
135.000	0.000	50.000	50.000	70.260	70.371	0.000
136.000	0.000	50.000	50.000	70.280	70.355	0.000
137.000	0.000	50.000	50.000	70.450	70.364	0.000
138.000	0.000	50.000	50.000	70.550	70.402	0.000
139.000	0.000	50.000	50.000	70.680	70.457	0.000
140.000	0.000	50.000	50.000	70.540	70.498	0.000
141.000	0.000	50.000	50.000	70.390	70.498	0.000
142.000	0.000	50.000	50.000	70.250	70.465	0.000
143.000	0.000	50.000	50.000	70.430	70.444	0.000
144.000	0.000	50.000	50.000	70.630	70.470	0.000
145.000	0.000	50.000	50.000	70.710	70.522	0.000
146.000	0.000	50.000	50.000	70.690	70.569	0.000
147.000	0.000	50.000	50.000	70.780	70.613	0.000
148.000	0.000	50.000	50.000	70.860	70.667	0.000
149.000	0.000	50.000	50.000	71.030	70.736	0.000
150.000	0.000	50.000	50.000	70.870	70.791	0.000
151.000	0.000	50.000	50.000	70.600	70.786	0.000
152.000	0.000	50.000	50.000	70.640	70.756	0.000
153.000	0.000	50.000	50.000	70.570	70.729	0.000
154.000	0.000	50.000	50.000	70.440	70.686	0.000
155.000	0.000	50.000	50.000	70.250	70.616	0.000
156.000	0.000	50.000	50.000	70.210	70.537	0.000
157.000	0.000	50.000	50.000	69.980	70.445	0.000
158.000	0.000	50.000	50.000	69.910	70.340	0.000
159.000	0.000	50.000	50.000	69.940	70.254	0.000
